Collection Title,"Somali Songs, 1955-1991: The Maryan “Aryette” Omar Ali Collection"
Collection Dates,Creation: 1955 - 1991
Collection Identifier,AWM Spec Coll 103
EAD ID,mus00044

Database Number,Component Title,Component Date,Start Year,End Year,Component identifier,Container info,Component type,Component creator,Digital content link,Access Note,Physical description,Level 1,Level 2
mus00044c01090,"Side A. Track 3: Ha dardarin carrada 
","",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maandeeq, Gacayte Ismaacil Yare (Ismail Yare), Cabdalla Sagsaag (Abdala Sagsag), Faysal Cumar Mushteeg (Faisal Omar Mushtek), Axmed Cali Dararamle (Ahmed Ali Daramle)", 
mus00044c01091,Side A. Track 4: Ha i gabin ee ha i goyn,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maandeeq, Gacayte Ismaacil Yare (Ismail Yare), Cabdalla Sagsaag (Abdala Sagsag), Faysal Cumar Mushteeg (Faisal Omar Mushtek), Axmed Cali Dararamle (Ahmed Ali Daramle)", 
mus00044c01092,Side B. Track 1: Geeri go'aan cidla ah,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maandeeq, Gacayte Ismaacil Yare (Ismail Yare), Cabdalla Sagsaag (Abdala Sagsag), Faysal Cumar Mushteeg (Faisal Omar Mushtek), Axmed Cali Dararamle (Ahmed Ali Daramle)", 
mus00044c01093,Side B. Track 2: Hadduu Geed Jacayl Yahay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maandeeq, Gacayte Ismaacil Yare (Ismail Yare), Cabdalla Sagsaag (Abdala Sagsag), Faysal Cumar Mushteeg (Faisal Omar Mushtek), Axmed Cali Dararamle (Ahmed Ali Daramle)", 
mus00044c01094,Side B. Track 3: Bogsadee Aduun Hawl (or: Waa taad badheedheed),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maandeeq, Gacayte Ismaacil Yare (Ismail Yare), Cabdalla Sagsaag (Abdala Sagsag), Faysal Cumar Mushteeg (Faisal Omar Mushtek), Axmed Cali Dararamle (Ahmed Ali Daramle)", 
mus00044c01095,Side B. Track 4: Meel joogsigaagii ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maandeeq, Gacayte Ismaacil Yare (Ismail Yare), Cabdalla Sagsaag (Abdala Sagsag), Faysal Cumar Mushteeg (Faisal Omar Mushtek), Axmed Cali Dararamle (Ahmed Ali Daramle)", 
mus00044c01096,"Songs from Maxamed Suleebaan (Mohamed Sulaiman), Sulfa, Xaliima Milano (Halima Milano), Khadra Daahir (Khadra Dahir), Saalax Qaasim (Salah Kassim), and Shammuuri","",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12327",item,,"","","",Audiocassettes, , 
mus00044c01097,Side A. Track 1: Hooyo  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maxamed Suleebaan (Mohamed Sulaiman), Sulfa, Xaliima Milano (Halima Milano), Khadra Daahir (Khadra Dahir), Saalax Qaasim (Salah Kassim), and Shammuuri", 
mus00044c01098,Side A. Track 2: Khayr al-anaami,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maxamed Suleebaan (Mohamed Sulaiman), Sulfa, Xaliima Milano (Halima Milano), Khadra Daahir (Khadra Dahir), Saalax Qaasim (Salah Kassim), and Shammuuri", 
mus00044c01099,Side A. Track 3: Nebi Ammaan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maxamed Suleebaan (Mohamed Sulaiman), Sulfa, Xaliima Milano (Halima Milano), Khadra Daahir (Khadra Dahir), Saalax Qaasim (Salah Kassim), and Shammuuri", 
mus00044c01100,Side A. Track 4: Nabi Ammaan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maxamed Suleebaan (Mohamed Sulaiman), Sulfa, Xaliima Milano (Halima Milano), Khadra Daahir (Khadra Dahir), Saalax Qaasim (Salah Kassim), and Shammuuri", 
mus00044c01101,Side B. Track 1: Sheeko Baraleey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maxamed Suleebaan (Mohamed Sulaiman), Sulfa, Xaliima Milano (Halima Milano), Khadra Daahir (Khadra Dahir), Saalax Qaasim (Salah Kassim), and Shammuuri", 
mus00044c01102,Side B. Track 2: Jawaabtii Sheeko Baraleey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maxamed Suleebaan (Mohamed Sulaiman), Sulfa, Xaliima Milano (Halima Milano), Khadra Daahir (Khadra Dahir), Saalax Qaasim (Salah Kassim), and Shammuuri", 
mus00044c01103,Side B. Track 3: Bariidaduna Waa Sedee ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs from Maxamed Suleebaan (Mohamed Sulaiman), Sulfa, Xaliima Milano (Halima Milano), Khadra Daahir (Khadra Dahir), Saalax Qaasim (Salah Kassim), and Shammuuri", 
mus00044c01104,"Songs by Dalays, Baxsan Xaaji Cali (Bahsan Haji Ali), Faadumo Cabdillaahi Maandeeq (Fadumo Abdillahi Maandeeq)","",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12328",item,,"","","",Audiocassettes, , 
mus00044c01105,Side A. Track 1: Ani luun dhawaaye,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Dalays, Baxsan Xaaji Cali (Bahsan Haji Ali), Faadumo Cabdillaahi Maandeeq (Fadumo Abdillahi Maandeeq)", 
mus00044c01106,Side A. Track 2: Guullahayoow ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Dalays, Baxsan Xaaji Cali (Bahsan Haji Ali), Faadumo Cabdillaahi Maandeeq (Fadumo Abdillahi Maandeeq)", 
mus00044c01107,Side A. Track 3: Heelleelooy ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Dalays, Baxsan Xaaji Cali (Bahsan Haji Ali), Faadumo Cabdillaahi Maandeeq (Fadumo Abdillahi Maandeeq)", 
mus00044c01108,Side B. Track 1: Ma Jin Baa Ma Jaan Baa  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Dalays, Baxsan Xaaji Cali (Bahsan Haji Ali), Faadumo Cabdillaahi Maandeeq (Fadumo Abdillahi Maandeeq)", 
mus00044c01109,Side B. Track 2: Nabsi Baa Hiiliyoo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Dalays, Baxsan Xaaji Cali (Bahsan Haji Ali), Faadumo Cabdillaahi Maandeeq (Fadumo Abdillahi Maandeeq)", 
mus00044c01110,Side B. Track 3: Raaxeeye Burcaawi ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Dalays, Baxsan Xaaji Cali (Bahsan Haji Ali), Faadumo Cabdillaahi Maandeeq (Fadumo Abdillahi Maandeeq)", 
mus00044c01111,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)","",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12329",item,,"","","",Audiocassettes, , 
mus00044c01112,Side A. Track 1: Jacaylku Hungoobi Maayo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)", 
mus00044c01113,Side A. Track 2: Garta Qaad Jacayloow,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)", 
mus00044c01114,Side A. Track 3: Shiba Shiba ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)", 
mus00044c01115,Side A. Track 4: Ma Beri Samaateen,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)", 
mus00044c01116,Side A. Track 5: Igu Fiday Jacaylkii ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)", 
mus00044c01117,Side A. Track 6: Haddaan ku warramo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)", 
mus00044c01118,Side B. Track 1: Hayaamooy maad i maqlaysaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)", 
mus00044c01119,"Side B. Track 2: Gabyayee, gabyayee","",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)", 
mus00044c01120,Side B. Track 3: Shalambood,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)", 
mus00044c01121,Side B. Track 4: Allow ha ina kala tuurin,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Naadifo Xaaji Axmed (Nadifo Haji Ahmed), Axmed Cali Cigaal (Ahmed Ali Egal), Ismahaan Xumad (Ismahan Humad), Xaawa Guulwade (Hawa Gulwade)", 
mus00044c01122,"Songs by Hibo Maxamad (Hibo Mohamed), Shammuuri, Magool, Xasan Aadan Samatar (Hasan Aden Samatar), Magool, Maxamed Mooge (Mohamed Mogeh)","",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12330",item,,"","","",Audiocassettes, , 
mus00044c01123,Side A. Track 1: Ma Muujiyee Jacaylka ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Shammuuri, Magool, Xasan Aadan Samatar (Hasan Aden Samatar), Magool, Maxamed Mooge (Mohamed Mogeh)", 
mus00044c01124,Side A. Track 2: Duni Aakhir Sabaneey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Shammuuri, Magool, Xasan Aadan Samatar (Hasan Aden Samatar), Magool, Maxamed Mooge (Mohamed Mogeh)", 
mus00044c01125,Side A. Track 3: Rabbiyoow ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Shammuuri, Magool, Xasan Aadan Samatar (Hasan Aden Samatar), Magool, Maxamed Mooge (Mohamed Mogeh)", 
mus00044c01126,Side B. Track 1: Rucub (or: Naftu kuma rabtee) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Shammuuri, Magool, Xasan Aadan Samatar (Hasan Aden Samatar), Magool, Maxamed Mooge (Mohamed Mogeh)", 
mus00044c01127,Side B. Track 2: Boqorkow na kulansii ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Shammuuri, Magool, Xasan Aadan Samatar (Hasan Aden Samatar), Magool, Maxamed Mooge (Mohamed Mogeh)", 
mus00044c01128,Side B. Track 3: Maxaa kaa galay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Shammuuri, Magool, Xasan Aadan Samatar (Hasan Aden Samatar), Magool, Maxamed Mooge (Mohamed Mogeh)", 
mus00044c01129,Side B. Track 4: Waan Kuu Asqooboo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Shammuuri, Magool, Xasan Aadan Samatar (Hasan Aden Samatar), Magool, Maxamed Mooge (Mohamed Mogeh)", 
mus00044c01130,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal","",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12331",item,,"","","",Audiocassettes, , 
mus00044c01131,Side A. Track 1: Caashaqu Ma Fududee ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal", 
mus00044c01132,Side A. Track 2: Aadna Taa Qiiro Ha Galin ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal", 
mus00044c01133,Side A. Track 3: Kaftankuna Inoo Furan ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal", 
mus00044c01134,Side A. Track 4: Ka Bul dheh ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal", 
mus00044c01135,Side A. Track 5: Caashaq shaxdi,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal", 
mus00044c01136,Side B. Track 1: Dagaalkii Xaal Ka Qaado ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal", 
mus00044c01137,Side B. Track 2: Dhado Roob ma noqoto ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal", 
mus00044c01138,Side B. Track 3: Dorraatoo Miyaad Illoowday  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal", 
mus00044c01139,Side B. Track 4: Hoo Gacanta (or: Gacan baan ku siiyee),"",1968,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal", 
mus00044c01140,Side B. Track 5: Armaynu hodanay (or: Haweeyaay),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Baxsan Xaaji Cali (Bahsan Haji Ali), Hibo Maxamed (Hibo Mohamed), Cabdi Muxumad (Abdi Muhumed), Maryan Mursal", 
mus00044c01141,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Nageeye, Duniya","",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12332",item,,"","","",Audiocassettes, , 
mus00044c01142,Side A. Track 1: Cakuyeey Hawl Adduun ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Nageeye, Duniya", 
mus00044c01143,Side A. Track 2: Garqaado Jacaylyahow,"",1971,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Nageeye, Duniya", 
mus00044c01144,Side A. Track 3: Ubax Dhashay (or: Midabkeeda Dhiinka ah)  ,"",1971,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Nageeye, Duniya", 
mus00044c01145,Side A. Track 4: Guuleed Hurdoow ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Nageeye, Duniya", 
mus00044c01146,Side B. Track 1: Goobtaan fadhiistaba (or: Galgalasho),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Nageeye, Duniya", 
mus00044c01147,Side B. Track 2: Hilaac,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Nageeye, Duniya", 
mus00044c01148,Side B. Track 3: Ma Tagaa cishqigu,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Nageeye, Duniya", 
mus00044c01149,Side B. Track 4: Caynkii Arraweelo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Axmed Cali Cigaal (Ahmed Ali Egal), Nageeye, Duniya", 
mus00044c01150,"Songs by Maxamed Mooge (Mohamed Mogeh), Maxamad Axmad Kuluc (Mohamed Ahmed Kulu’), Magool, Maryan Mursal, Cumar Dhuule (Omar Duleh), Maxamed Nuur Giriig (Mohamed Nur Griig), Faadumo Axmed (Fadumo Ahmed","",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12333",item,,"","","",Audiocassettes, , 
mus00044c01151,Side A. Track 1: Mahiigaan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Maxamed Mooge (Mohamed Mogeh), Maxamad Axmad Kuluc (Mohamed Ahmed Kulu’), Magool, Maryan Mursal, Cumar Dhuule (Omar Duleh), Maxamed Nuur Giriig (Mohamed Nur Griig), Faadumo Axmed (Fadumo Ahmed", 
mus00044c01152,Side A. Track 2: Dadnimad Aqoonso ,"",1975-07-12,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Maxamed Mooge (Mohamed Mogeh), Maxamad Axmad Kuluc (Mohamed Ahmed Kulu’), Magool, Maryan Mursal, Cumar Dhuule (Omar Duleh), Maxamed Nuur Giriig (Mohamed Nur Griig), Faadumo Axmed (Fadumo Ahmed", 
mus00044c01153,Side A. Track 3: Nabar Jacayl  ,"",1973-12-08,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Maxamed Mooge (Mohamed Mogeh), Maxamad Axmad Kuluc (Mohamed Ahmed Kulu’), Magool, Maryan Mursal, Cumar Dhuule (Omar Duleh), Maxamed Nuur Giriig (Mohamed Nur Griig), Faadumo Axmed (Fadumo Ahmed", 
mus00044c01154,Side A. Track 4: Dahabooy ii Sheeg ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Maxamed Mooge (Mohamed Mogeh), Maxamad Axmad Kuluc (Mohamed Ahmed Kulu’), Magool, Maryan Mursal, Cumar Dhuule (Omar Duleh), Maxamed Nuur Giriig (Mohamed Nur Griig), Faadumo Axmed (Fadumo Ahmed", 
mus00044c01155,Side B. Track 1: Bir baa igu Jabsanee ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Maxamed Mooge (Mohamed Mogeh), Maxamad Axmad Kuluc (Mohamed Ahmed Kulu’), Magool, Maryan Mursal, Cumar Dhuule (Omar Duleh), Maxamed Nuur Giriig (Mohamed Nur Griig), Faadumo Axmed (Fadumo Ahmed", 
mus00044c01156,Side B. Track 2: Hinaaso  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Maxamed Mooge (Mohamed Mogeh), Maxamad Axmad Kuluc (Mohamed Ahmed Kulu’), Magool, Maryan Mursal, Cumar Dhuule (Omar Duleh), Maxamed Nuur Giriig (Mohamed Nur Griig), Faadumo Axmed (Fadumo Ahmed", 
mus00044c01157,Side B. Track 3: Hiddo ,"",1967-10-01,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Maxamed Mooge (Mohamed Mogeh), Maxamad Axmad Kuluc (Mohamed Ahmed Kulu’), Magool, Maryan Mursal, Cumar Dhuule (Omar Duleh), Maxamed Nuur Giriig (Mohamed Nur Griig), Faadumo Axmed (Fadumo Ahmed", 
mus00044c01158,"Songs by Faadumo Qaasim (Fadumo Kasim), Axmed Naaji (Ahmed Naji), Aways (Awes), Shooble","",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12334",item,,"","","",Audiocassettes, , 
mus00044c01159,Side A. Track 1: Bildhaan Qurxoon ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Faadumo Qaasim (Fadumo Kasim), Axmed Naaji (Ahmed Naji), Aways (Awes), Shooble", 
mus00044c01160,Side A. Track 2: Waqti Dhaaxaan ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Faadumo Qaasim (Fadumo Kasim), Axmed Naaji (Ahmed Naji), Aways (Awes), Shooble", 
mus00044c01161,Side A. Track 3: Xaasida Xaawo iyo Aadan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Faadumo Qaasim (Fadumo Kasim), Axmed Naaji (Ahmed Naji), Aways (Awes), Shooble", 
mus00044c01162,Side A. Track 4: Casiisoow Midkaan Rabay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Faadumo Qaasim (Fadumo Kasim), Axmed Naaji (Ahmed Naji), Aways (Awes), Shooble", 
mus00044c01163,Side B. Track 1: Waqti dhaaxaan [repeat from Side A],"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Faadumo Qaasim (Fadumo Kasim), Axmed Naaji (Ahmed Naji), Aways (Awes), Shooble", 
mus00044c01164,Side B. Track 2: Calaf Waa Xumaadaa (or: Ceeb maleh),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Faadumo Qaasim (Fadumo Kasim), Axmed Naaji (Ahmed Naji), Aways (Awes), Shooble", 
mus00044c01165,Side B. Track 3: La illaha illa Allah ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Faadumo Qaasim (Fadumo Kasim), Axmed Naaji (Ahmed Naji), Aways (Awes), Shooble", 
mus00044c01166,Side B. Track 4: An Waan Guurayeey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Faadumo Qaasim (Fadumo Kasim), Axmed Naaji (Ahmed Naji), Aways (Awes), Shooble", 
mus00044c01167,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli","",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12335",item,,"","","",Audiocassettes, , 
mus00044c01168,Side A. Track 1: Qaahira ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
mus00044c01169,Side A. Track 2: Qays iyo Layla,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
mus00044c01170,Side A. Track 3: Qur’aan ha la i saaroo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
mus00044c01171,Side A. Track 4: Manseer ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
mus00044c01172,Side A. Track 5: Caawa Waa Inaan Carraabaaye  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
mus00044c01173,Side A. Track 6: Waan Ku Hoobtee ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
